SR,AuthorID,Affiliation,Country
"FAROUK S, 2018, SOC RESPONSIB J",OA:A5110583506,NO AFFILIATION,NO COUNTRY
"FAROUK S, 2018, SOC RESPONSIB J",ORCID:0000-0002-3505-5955,NO AFFILIATION,NO COUNTRY
"FARQUHAR P H, 1989, J ADVERTISING RES",OA:A5073856892,NO AFFILIATION,NO COUNTRY
"FARRUKH M, 2016, MANAG MARK",ORCID:0000-0001-7799-2464,NO AFFILIATION,NO COUNTRY
"FARRUKH M, 2016, MANAG MARK",ORCID:0000-0002-2833-7647,NO AFFILIATION,NO COUNTRY
"FARRUKH M, 2017, WORLD J ENTREP MANAG",ORCID:0000-0001-8745-7975,NO AFFILIATION,NO COUNTRY
"FARRUKH M, 2017, WORLD J ENTREP MANAG",ORCID:0000-0001-8969-4763,NO AFFILIATION,NO COUNTRY
"FARRUKH M, 2017, WORLD J ENTREP MANAG",ORCID:0000-0002-5336-7223,NO AFFILIATION,NO COUNTRY
"FARRUKH M, 2017, WORLD J ENTREP MANAG",OA:A5000154910,NO AFFILIATION,NO COUNTRY
"FANG SR, 2014, EUR J MARKETING",OA:A5062212299,NO AFFILIATION,NO COUNTRY
"BARNES MW, 2015, SOCIOL COMPASS",ORCID:0000-0002-1801-0915,NO AFFILIATION,NO COUNTRY
"BARON RA, 2006, MANAGE SCI",OA:A5054617916,NO AFFILIATION,NO COUNTRY
"BARON RM, 1986, J PERS SOC PSYCHOL",OA:A5077619229,NO AFFILIATION,NO COUNTRY
"BARKEMA HG, 1998, ACAD MANAGE J",ORCID:0000-0001-6837-391X,NO AFFILIATION,NO COUNTRY
"BARKEMA HG, 1998, ACAD MANAGE J",OA:A5059813032,NO AFFILIATION,NO COUNTRY
"BARKER M, 1999, JOURNAL OF WORKPLACE LEARNING",ORCID:0000-0001-5720-5005,NO AFFILIATION,NO COUNTRY
"BARKER VL III, 2002, MANAGE SCI",ORCID:0000-0001-9259-5766,NO AFFILIATION,NO COUNTRY
"BARKER VL III, 2002, MANAGE SCI",OA:A5113792025,NO AFFILIATION,NO COUNTRY
"BARLEY SR, 1986, ADMIN SCI QUART",ORCID:0000-0002-3921-3383,NO AFFILIATION,NO COUNTRY
"BARLOW P, 2017, GLOBALIZATION HEALTH",ORCID:0000-0002-7959-4360,NO AFFILIATION,NO COUNTRY
"BARATIAN S, 2024, INT J ENERGY SECT MA",OA:A5096742055,NO AFFILIATION,NO COUNTRY
"FAUL F, 2009, BEHAV RES METHODS",ORCID:0000-0003-1032-3981,NO AFFILIATION,NO COUNTRY
"FAUL F, 2009, BEHAV RES METHODS",ORCID:0000-0003-4529-3444,NO AFFILIATION,NO COUNTRY
"FAUL F, 2009, BEHAV RES METHODS",OA:A5073193174,NO AFFILIATION,NO COUNTRY
"FAYOLLE A, 2016, INT SMALL BUS J",OA:A5066730103,NO AFFILIATION,NO COUNTRY
"FAZIO RH, 1986, J PERS SOC PSYCHOL",ORCID:0000-0003-1735-2523,NO AFFILIATION,NO COUNTRY
"FAZLELAHI FZ, 2023, ASIA PAC J MANAG",ORCID:0000-0002-7847-587X,NO AFFILIATION,NO COUNTRY
"FAZLOLLAHI A, 2018, INT J PROD ECON",OA:A5075967729,NO AFFILIATION,NO COUNTRY
"FAZLOLLAHI A, 2018, INT J PROD ECON",ORCID:0000-0003-2017-7914,NO AFFILIATION,NO COUNTRY
"FERASSO MARCOS, 2011, INTERNATIONAL JOURNAL OF ENTREPRENEURSHIP AND SMALL BUSINESS",OA:A5011593915,NO AFFILIATION,NO COUNTRY
"FERGURSON JR, 2021, J CONSUM MARK",ORCID:0000-0001-9609-4993,NO AFFILIATION,NO COUNTRY
"FEENEY J, 2019, CURR OPIN PSYCHOL",ORCID:0000-0003-0888-2733,NO AFFILIATION,NO COUNTRY
"FEGADA A, 2024, EUROPEAN SCIENTIFIC JOURNAL ESJ",OA:A5066366905,NO AFFILIATION,NO COUNTRY
"FEGADA A, 2024, EUROPEAN SCIENTIFIC JOURNAL ESJ",ORCID:0000-0001-7072-7203,NO AFFILIATION,NO COUNTRY
"FEIN EC, 2013, LEADERSHIP ORG DEV J",ORCID:0000-0003-4119-0130,NO AFFILIATION,NO COUNTRY
"FEIN EC, 2013, LEADERSHIP ORG DEV J",ORCID:0000-0003-4735-5418,NO AFFILIATION,NO COUNTRY
"FEIN EC, 2013, LEADERSHIP ORG DEV J",OA:A5028103570,NO AFFILIATION,NO COUNTRY
"FEIN EC, 2013, LEADERSHIP ORG DEV J",OA:A5061679422,NO AFFILIATION,NO COUNTRY
"FELDMAN MS, 2011, ORGAN SCI",ORCID:0000-0003-1327-2032,NO AFFILIATION,NO COUNTRY
"FELLESSON M, 2011, SCAND J MANAG",ORCID:0000-0003-1419-2667,NO AFFILIATION,NO COUNTRY
"FELLNHOFER K, 2014, INTERNATIONAL JOURNAL OF BUSINESS RESEARCH",ORCID:0000-0002-8421-1547,NO AFFILIATION,NO COUNTRY
"FELZENSZTEIN C, 2014, J BUS RES",ORCID:0000-0001-7765-158X,NO AFFILIATION,NO COUNTRY
"FAUL F, 2009, BEHAV RES METHODS",ORCID:0000-0002-7158-2920,NO AFFILIATION,NO COUNTRY
"BAREGHEH A, 2012, BRIT FOOD J",OA:A5111781880,NO AFFILIATION,NO COUNTRY
"BAREGHEH A, 2012, J SMALL BUS ENTERP D",OA:A5072548280,NO AFFILIATION,NO COUNTRY
"FERRANDIZ J, 2018, INT J INOV SCI",OA:A5030027495,NO AFFILIATION,NO COUNTRY
"FERRANDIZ J, 2018, INT J INOV SCI",ORCID:0000-0001-9742-5168,NO AFFILIATION,NO COUNTRY
"FERRANDIZ J, 2018, INT J INOV SCI",ORCID:0000-0001-5222-5218,NO AFFILIATION,NO COUNTRY
"FERREIRA A, 2022, INT J ORGAN ANAL",ORCID:0000-0002-9104-7757,NO AFFILIATION,NO COUNTRY
"FERREIRA A, 2022, INT J ORGAN ANAL",ORCID:0000-0002-2601-5118,NO AFFILIATION,NO COUNTRY
"FERRELL L, 2010, J PERS SELL SALES M",ORCID:0000-0002-2309-309X,NO AFFILIATION,NO COUNTRY
"FERRELL L, 2010, J PERS SELL SALES M",OA:A5081055395,NO AFFILIATION,NO COUNTRY
"FERRERAS-MENDEZ JL, 2022, IND MARKET MANAG",ORCID:0000-0001-9248-7458,NO AFFILIATION,NO COUNTRY
"FERRERAS-MENDEZ JL, 2022, IND MARKET MANAG",ORCID:0000-0002-3151-1933,NO AFFILIATION,NO COUNTRY
"FELZENSZTEIN C, 2022, J STRATEG MARK",ORCID:0000-0001-6338-4281,NO AFFILIATION,NO COUNTRY
"FELZENSZTEIN C, 2022, J STRATEG MARK",ORCID:0000-0002-7171-6861,NO AFFILIATION,NO COUNTRY
"FELZENSZTEIN C, 2022, J STRATEG MARK",OA:A5075345413,NO AFFILIATION,NO COUNTRY
"FELZENSZTEIN C, 2023, INT J ENTREP BEHAV R",ORCID:0000-0002-1949-8078,NO AFFILIATION,NO COUNTRY
"FEMALD L, 2005, SO BUSINESS REV",OA:A5109342664,NO AFFILIATION,NO COUNTRY
"FENG TW, 2019, J BUS RES",ORCID:0000-0002-0067-0173,NO AFFILIATION,NO COUNTRY
"FENG TW, 2019, J BUS RES",ORCID:0000-0003-2300-6133,NO AFFILIATION,NO COUNTRY
"FERRIER WJ, 2001, ACAD MANAGE J",OA:A5109516535,NO AFFILIATION,NO COUNTRY
"FESTEL G, 2015, INT J INNOV MANAG",ORCID:0000-0003-2167-4699,NO AFFILIATION,NO COUNTRY
"FICHMAN RG, 2014, MIS QUART",OA:A5043547939,NO AFFILIATION,NO COUNTRY
"FICHMAN RG, 2014, MIS QUART",OA:A5109987444,NO AFFILIATION,NO COUNTRY
"FICHMAN RG, 2014, MIS QUART",ORCID:0000-0001-8483-8713,NO AFFILIATION,NO COUNTRY
"FIEGENBAUM A, 1991, STRATEGIC MANAGE J",OA:A5089797045,NO AFFILIATION,NO COUNTRY
"FIEGENBAUM A, 1991, STRATEGIC MANAGE J",ORCID:0000-0002-4258-6308,NO AFFILIATION,NO COUNTRY
"FIELD E, 2010, AM ECON REV",OA:A5111210370,NO AFFILIATION,NO COUNTRY
"FIELD E, 2010, AM ECON REV",ORCID:0000-0002-6015-2300,NO AFFILIATION,NO COUNTRY
"FIELD E, 2010, AM ECON REV",ORCID:0000-0002-0090-0987,NO AFFILIATION,NO COUNTRY
"FIGUEIRA-DE-LEMOS F, 2011, J WORLD BUS",OA:A5048431816,NO AFFILIATION,NO COUNTRY
"FERNANDES AJ, 2022, REV MANAG SCI",ORCID:0000-0001-8186-2646,NO AFFILIATION,NO COUNTRY
"FERNANDO ANTONIO MONTEIRO CHRISTOPH D A, 2021, REMARK",ORCID:0000-0002-8642-7157,NO AFFILIATION,NO COUNTRY
"FERNELEY E, 2006, TECHNOVATION",OA:A5068414123,NO AFFILIATION,NO COUNTRY
"FERNELEY E, 2006, TECHNOVATION",ORCID:0000-0002-7543-6832,NO AFFILIATION,NO COUNTRY
"FERNS BH, 2012, J DESTIN MARK MANAGE",OA:A5044586147,NO AFFILIATION,NO COUNTRY
"BARBA-SANCHEZ V, 2019, TECHNOL FORECAST SOC",ORCID:0000-0003-1968-7108,NO AFFILIATION,NO COUNTRY
"BARBERA F, 2016, AGRIC AGRIC SCI PROC",ORCID:0000-0002-3103-0531,NO AFFILIATION,NO COUNTRY
"BARBERA F, 2016, AGRIC AGRIC SCI PROC",OA:A5056500129,NO AFFILIATION,NO COUNTRY
"BARBERO JL, 2011, INT SMALL BUS J",ORCID:0000-0002-1226-0323,NO AFFILIATION,NO COUNTRY
"BARBERO JL, 2011, INT SMALL BUS J",OA:A5030185404,NO AFFILIATION,NO COUNTRY
"BARBU A, 2020, TEM J",ORCID:0000-0003-3119-8753,NO AFFILIATION,NO COUNTRY
"BARBU A, 2020, TEM J",OA:A5039096653,NO AFFILIATION,NO COUNTRY
"BARBU A, 2020, TEM J",OA:A5102426079,NO AFFILIATION,NO COUNTRY
"BARBU A, 2020, TEM J",OA:A5082023408,NO AFFILIATION,NO COUNTRY
"BARBU A, 2020, TEM J",OA:A5112473579,NO AFFILIATION,NO COUNTRY
"BARBULESCU O, 2021, SUSTAINABILITY-BASEL",ORCID:0000-0002-6735-4001,NO AFFILIATION,NO COUNTRY
"BARBULESCU O, 2021, SUSTAINABILITY-BASEL",ORCID:0000-0001-7743-1608,NO AFFILIATION,NO COUNTRY
"BANIHANI M, 2020, J RES MARK ENTREP",OA:A5085373037,NO AFFILIATION,NO COUNTRY
"FERRI L, 2018, J OPEN INNOV-TECHNOL",ORCID:0000-0003-1481-5991,NO AFFILIATION,NO COUNTRY
"FERRI L, 2018, J OPEN INNOV-TECHNOL",ORCID:0000-0003-0557-3011,NO AFFILIATION,NO COUNTRY
"FERRI L, 2018, J OPEN INNOV-TECHNOL",ORCID:0000-0002-6771-2374,NO AFFILIATION,NO COUNTRY
"BARALDI E, 2012, J BUS RES",OA:A5040334867,NO AFFILIATION,NO COUNTRY
"BARALDI E, 2012, J BUS RES",OA:A5041940610,NO AFFILIATION,NO COUNTRY
"BARALDI E, 2020, IND MARKET MANAG",ORCID:0000-0001-8171-3149,NO AFFILIATION,NO COUNTRY
"BARANOWSKA-PROKOP E, 2014, INT J MANAG ECON",OA:A5040086389,NO AFFILIATION,NO COUNTRY
"FIGUEIREDO B, 2016, J CONSUM RES",ORCID:0000-0002-7658-9339,NO AFFILIATION,NO COUNTRY
"FILION GJ, 2015, GIGASCIENCE",ORCID:0000-0002-3473-1632,NO AFFILIATION,NO COUNTRY
"FILLIS I, 2005, J ENTERP CULT",OA:A5110210396,NO AFFILIATION,NO COUNTRY
"FINEGOLD D, 2002, J ORGAN BEHAV",OA:A5021578346,NO AFFILIATION,NO COUNTRY
"FINEGOLD D, 2002, J ORGAN BEHAV",ORCID:0000-0003-1820-547X,NO AFFILIATION,NO COUNTRY
"FINK RC, 2008, IND MARKET MANAG",OA:A5063474398,NO AFFILIATION,NO COUNTRY
"FINK RC, 2008, IND MARKET MANAG",OA:A5106121726,NO AFFILIATION,NO COUNTRY
"FINK RC, 2008, IND MARKET MANAG",OA:A5042067227,NO AFFILIATION,NO COUNTRY
"FINN A, 2014, J BUS RES",ORCID:0000-0003-1756-5668,NO AFFILIATION,NO COUNTRY
"FINN A, 2014, J BUS RES",OA:A5100644589,NO AFFILIATION,NO COUNTRY
"FERRI L, 2018, J OPEN INNOV-TECHNOL",ORCID:0000-0002-3889-6282,NO AFFILIATION,NO COUNTRY
"BARATIAN S, 2024, INT J ENERGY SECT MA",ORCID:0000-0003-3053-4399,NO AFFILIATION,NO COUNTRY
"FOLEY JA, 2011, NATURE",ORCID:0000-0002-2856-9608,NO AFFILIATION,NO COUNTRY
"FIRAT AF, 1995, EUROPEAN JOURNAL OF MARKETING",ORCID:0000-0002-5599-5063,NO AFFILIATION,NO COUNTRY
"FIRER S, 2003, J INTELLECT CAP",OA:A5005520444,NO AFFILIATION,NO COUNTRY
"FIRER S, 2003, J INTELLECT CAP",ORCID:0009-0008-4840-887X,NO AFFILIATION,NO COUNTRY
"FISCHHOFF B, 1977, J EXP PSYCHOL HUMAN",ORCID:0000-0002-3030-6874,NO AFFILIATION,NO COUNTRY
"FISCHHOFF B, 1977, J EXP PSYCHOL HUMAN",OA:A5110821134,NO AFFILIATION,NO COUNTRY
"FISHER G, 2020, J MANAGE STUD",OA:A5002150513,NO AFFILIATION,NO COUNTRY
"FISHER G, 2020, J MANAGE STUD",ORCID:0000-0003-2272-2031,NO AFFILIATION,NO COUNTRY
"FLATTEN TC, 2015, ENTREP THEORY PRACT",OA:A5047807531,NO AFFILIATION,NO COUNTRY
"FLECK ND, 2007, PSYCHOL MARKET",ORCID:0000-0002-9238-3605,NO AFFILIATION,NO COUNTRY
"FLECK ND, 2007, PSYCHOL MARKET",OA:A5110203668,NO AFFILIATION,NO COUNTRY
"FIGUEIREDO B, 2016, J CONSUM RES",ORCID:0000-0003-1935-4370,NO AFFILIATION,NO COUNTRY
"BANOS-CABALLERO S, 2016, J BUS ECON MANAG",ORCID:0000-0002-7988-6419,NO AFFILIATION,NO COUNTRY
"BANOS-CABALLERO S, 2016, J BUS ECON MANAG",ORCID:0000-0001-7399-0111,NO AFFILIATION,NO COUNTRY
"BANOS-CABALLERO S, 2016, J BUS ECON MANAG",ORCID:0000-0002-0509-5251,NO AFFILIATION,NO COUNTRY
"BANSAL P, 2014, STRATEG ORGAN",ORCID:0000-0002-7899-9622,NO AFFILIATION,NO COUNTRY
"BALOGUN J, 2004, ACAD MANAGE J",ORCID:0000-0003-2863-004X,NO AFFILIATION,NO COUNTRY
"BAMPO M, 2008, INFORM SYST RES",OA:A5083831384,NO AFFILIATION,NO COUNTRY
"BAMPO M, 2008, INFORM SYST RES",OA:A5058190830,NO AFFILIATION,NO COUNTRY
"BAMPO M, 2008, INFORM SYST RES",ORCID:0000-0002-4806-4017,NO AFFILIATION,NO COUNTRY
"BANDERA C, 2021, ENTREPRENEURSHIP EDUCATION AND PEDAGOGY",ORCID:0000-0003-3545-6561,NO AFFILIATION,NO COUNTRY
"BAKKER AB, 2014, J MANAGE PSYCHOL",ORCID:0000-0002-7172-0043,NO AFFILIATION,NO COUNTRY
"FLUHRER P, 2023, J RES MARK ENTREP",OA:A5052031405,NO AFFILIATION,NO COUNTRY
"FLUHRER P, 2023, J RES MARK ENTREP",ORCID:0000-0003-2003-2010,NO AFFILIATION,NO COUNTRY
"FOLDNES N, 2016, ACT LEARN HIGH EDUC",ORCID:0000-0001-6889-6067,NO AFFILIATION,NO COUNTRY
"FOLEY JA, 2011, NATURE",OA:A5108741042,NO AFFILIATION,NO COUNTRY
"FOLEY JA, 2011, NATURE",ORCID:0000-0002-3737-5717,NO AFFILIATION,NO COUNTRY
"FOLEY JA, 2011, NATURE",ORCID:0000-0002-8099-285X,NO AFFILIATION,NO COUNTRY
"FOLEY JA, 2011, NATURE",ORCID:0000-0003-4405-0264,NO AFFILIATION,NO COUNTRY
"FOLEY JA, 2011, NATURE",OA:A5111936736,NO AFFILIATION,NO COUNTRY
"FOLEY JA, 2011, NATURE",ORCID:0000-0003-1857-5104,NO AFFILIATION,NO COUNTRY
"FOLEY JA, 2011, NATURE",ORCID:0000-0002-5373-7933,NO AFFILIATION,NO COUNTRY
"FOSTER JG, 2015, AM SOCIOL REV",ORCID:0000-0001-6959-7405,NO AFFILIATION,NO COUNTRY
"FOSTER JG, 2015, AM SOCIOL REV",ORCID:0000-0001-9838-0707,NO AFFILIATION,NO COUNTRY
"FOLEY JA, 2011, NATURE",ORCID:0000-0003-3944-2925,NO AFFILIATION,NO COUNTRY
"FOLEY JA, 2011, NATURE",ORCID:0000-0001-8097-8700,NO AFFILIATION,NO COUNTRY
"FOLEY JA, 2011, NATURE",ORCID:0000-0001-7609-6713,NO AFFILIATION,NO COUNTRY
"FOLEY JA, 2011, NATURE",OA:A5076440883,NO AFFILIATION,NO COUNTRY
"FOLEY JA, 2011, NATURE",ORCID:0000-0001-8988-2983,NO AFFILIATION,NO COUNTRY
"FOLEY JA, 2011, NATURE",OA:A5036362349,NO AFFILIATION,NO COUNTRY
"FOLTA TB, 2010, MANAGE SCI",ORCID:0000-0002-9939-952X,NO AFFILIATION,NO COUNTRY
"FOLTA TB, 2010, MANAGE SCI",ORCID:0000-0001-7279-1006,NO AFFILIATION,NO COUNTRY
"FONT X, 2017, J SUSTAIN TOUR",ORCID:0000-0003-1770-6213,NO AFFILIATION,NO COUNTRY
"FONTAINE M A, 2004, KNOWLEDGE NETWORKS: INNOVATION THROUGH COMMUNITIES OF PRACTICE",OA:A5057476129,NO AFFILIATION,NO COUNTRY
"FOO MD, 2020, STRATEG ENTREP J",OA:A5008136377,NO AFFILIATION,NO COUNTRY
"BALMELLI S, 2021, MATH COMPUT APPL",ORCID:0000-0003-4825-2146,NO AFFILIATION,NO COUNTRY
"BALMELLI S, 2021, MATH COMPUT APPL",ORCID:0000-0003-4189-6993,NO AFFILIATION,NO COUNTRY
"BALODI KC, 2019, MANAGE DECIS",ORCID:0000-0001-9923-5616,NO AFFILIATION,NO COUNTRY
"BALASUBRAMANIAN SK, 2006, J ADVERTISING",OA:A5050876292,NO AFFILIATION,NO COUNTRY
"BALASUBRAMANIAN SK, 2006, J ADVERTISING",OA:A5066417470,NO AFFILIATION,NO COUNTRY
"BALAZ V, 2023, JOURNAL OF INNOVATION AND ENTREPRENEURSHIP",ORCID:0000-0002-8132-3789,NO AFFILIATION,NO COUNTRY
"BALAZ V, 2023, JOURNAL OF INNOVATION AND ENTREPRENEURSHIP",ORCID:0000-0001-5030-9629,NO AFFILIATION,NO COUNTRY
"BALAZ V, 2023, JOURNAL OF INNOVATION AND ENTREPRENEURSHIP",ORCID:0000-0002-3673-2479,NO AFFILIATION,NO COUNTRY
"BALDO CM, 2024, ENTREPRENEURSHIP EDUCATION AND PEDAGOGY",ORCID:0000-0001-6763-3417,NO AFFILIATION,NO COUNTRY
"BALDO CM, 2024, ENTREPRENEURSHIP EDUCATION AND PEDAGOGY",ORCID:0000-0001-8022-9400,NO AFFILIATION,NO COUNTRY
"BALDO CM, 2024, ENTREPRENEURSHIP EDUCATION AND PEDAGOGY",OA:A5011975574,NO AFFILIATION,NO COUNTRY
"BAKER SM, 2009, J PUBLIC POLICY MARK",ORCID:0000-0002-0890-0308,NO AFFILIATION,NO COUNTRY
"FORNELL C, 1981, J MARKETING RES",ORCID:0000-0002-0074-7601,NO AFFILIATION,NO COUNTRY
"FORNELL C, 1981, J MARKETING RES",ORCID:0000-0003-4926-6355,NO AFFILIATION,NO COUNTRY
"FORNELL C, 1981, J MARKETING RES",ORCID:0000-0002-2336-6537,NO AFFILIATION,NO COUNTRY
"FORSMAN H, 2008, J SMALL BUS ENTERP D",OA:A5000045233,NO AFFILIATION,NO COUNTRY
"FOSS NJ, 2013, ACAD MANAGE PERSPECT",ORCID:0000-0003-0053-3651,NO AFFILIATION,NO COUNTRY
"FOSTER J, 2003, BRIT J EDUC TECHNOL",ORCID:0000-0003-2331-083X,NO AFFILIATION,NO COUNTRY
"FOSTER JG, 2015, AM SOCIOL REV",ORCID:0000-0003-4942-8326,NO AFFILIATION,NO COUNTRY
"FRENZEN H, 2010, INT J RES MARK",ORCID:0000-0002-7751-1349,NO AFFILIATION,NO COUNTRY
"FRESE T, 2020, SMALL BUS ECON",OA:A5077653005,NO AFFILIATION,NO COUNTRY
"FRESE T, 2020, SMALL BUS ECON",ORCID:0000-0002-9824-8754,NO AFFILIATION,NO COUNTRY
"FOX NJ, 2011, SOCIOLOGY",ORCID:0000-0003-2037-2664,NO AFFILIATION,NO COUNTRY
"FRANK H, 2007, ENTREP REGION DEV",OA:A5077493102,NO AFFILIATION,NO COUNTRY
"FRANKE GR, 2006, J MARKETING RES",ORCID:0000-0003-1993-1246,NO AFFILIATION,NO COUNTRY
"FRATOE FA, 1986, REV BLACK POLIT ECON",OA:A5054337180,NO AFFILIATION,NO COUNTRY
"FRAZIER PA, 2004, J COUNS PSYCHOL",ORCID:0000-0001-6345-8578,NO AFFILIATION,NO COUNTRY
"FRAZIER PA, 2004, J COUNS PSYCHOL",OA:A5059975452,NO AFFILIATION,NO COUNTRY
"FREDERICKS E, 2005, IND MARKET MANAG",OA:A5043853534,NO AFFILIATION,NO COUNTRY
"FREEAR J, 1994, J BUS VENTURING",OA:A5010349732,NO AFFILIATION,NO COUNTRY
"BAKKER AB, 2014, J MANAGE PSYCHOL",ORCID:0000-0003-1043-5940,NO AFFILIATION,NO COUNTRY
"BAKKER AB, 2014, J MANAGE PSYCHOL",ORCID:0000-0003-1080-2720,NO AFFILIATION,NO COUNTRY
"BALABANIS G, 2017, INT MARKET REV",ORCID:0000-0002-8932-8760,NO AFFILIATION,NO COUNTRY
"BALABANIS G, 2022, EUR J MARKETING",OA:A5053380359,NO AFFILIATION,NO COUNTRY
"BALASUBRAMANIAN SK, 2006, J ADVERTISING",OA:A5082146982,NO AFFILIATION,NO COUNTRY
"BAKER T, 2003, RES POLICY",OA:A5086659789,NO AFFILIATION,NO COUNTRY
"BAKER T, 2005, ADMIN SCI QUART",ORCID:0000-0001-7009-2025,NO AFFILIATION,NO COUNTRY
"BAKER WE, 2022, J BUS RES",ORCID:0000-0001-6952-2120,NO AFFILIATION,NO COUNTRY
"BAKER WE, 2022, J BUS RES",ORCID:0000-0001-9008-6802,NO AFFILIATION,NO COUNTRY
"BAKHTIARI S, 2019, ECON REC",ORCID:0000-0001-9019-0351,NO AFFILIATION,NO COUNTRY
"BAKIR C, 2020, PUBLIC ADMIN DEVELOP",ORCID:0000-0001-8166-4623,NO AFFILIATION,NO COUNTRY
"BAKIR C, 2020, PUBLIC ADMIN DEVELOP",ORCID:0000-0003-3783-292X,NO AFFILIATION,NO COUNTRY
"BAKKER AB, 2010, J OCCUP ORGAN PSYCH",ORCID:0000-0002-6955-2837,NO AFFILIATION,NO COUNTRY
"FREEMAN S, 2006, J INT MARKETING",OA:A5078237101,NO AFFILIATION,NO COUNTRY
"FREEMAN S, 2006, J INT MARKETING",OA:A5070584658,NO AFFILIATION,NO COUNTRY
"FREES B, 2016, MEDIA PERSPEKTIVEN",ORCID:0000-0002-5258-5923,NO AFFILIATION,NO COUNTRY
"FREES B, 2016, MEDIA PERSPEKTIVEN",ORCID:0000-0002-6300-5189,NO AFFILIATION,NO COUNTRY
"FREES B, 2016, MEDIA PERSPEKTIVEN",ORCID:0000-0003-2574-4850,NO AFFILIATION,NO COUNTRY
"FREIXANET J, 2020, J WORLD BUS",ORCID:0000-0001-6037-9225,NO AFFILIATION,NO COUNTRY
"FRENZEN H, 2010, INT J RES MARK",OA:A5009537345,NO AFFILIATION,NO COUNTRY
"FRENZEN H, 2010, INT J RES MARK",OA:A5075958253,NO AFFILIATION,NO COUNTRY
"FULLERTON RR, 2009, INT J OPER PROD MAN",OA:A5024368382,NO AFFILIATION,NO COUNTRY
"FURST A, 2023, J ACAD MARKET SCI",ORCID:0000-0002-0910-3896,NO AFFILIATION,NO COUNTRY
"FURST A, 2023, J ACAD MARKET SCI",OA:A5065356262,NO AFFILIATION,NO COUNTRY
"FUSVA A, 2021, J ISLAMIC MARK",OA:A5019576071,NO AFFILIATION,NO COUNTRY
"FUSVA A, 2021, J ISLAMIC MARK",ORCID:0000-0001-5612-9610,NO AFFILIATION,NO COUNTRY
"FRESE T, 2020, SMALL BUS ECON",ORCID:0000-0002-9106-7934,NO AFFILIATION,NO COUNTRY
"FRETSCHNER M, 2013, J SMALL BUS MANAGE",ORCID:0000-0001-8444-7480,NO AFFILIATION,NO COUNTRY
"FRIAR JH, 1999, RES TECHNOL MANAGE",OA:A5051651625,NO AFFILIATION,NO COUNTRY
"FRIMAN M, 2002, IND MARKET MANAG",ORCID:0000-0002-7475-680X,NO AFFILIATION,NO COUNTRY
"FRIMAN M, 2002, IND MARKET MANAG",ORCID:0000-0002-8757-7552,NO AFFILIATION,NO COUNTRY
"FRIMAN M, 2002, IND MARKET MANAG",OA:A5054388269,NO AFFILIATION,NO COUNTRY
"FRIMAN M, 2002, IND MARKET MANAG",OA:A5112194786,NO AFFILIATION,NO COUNTRY
"FRITSCH M, 2018, RAUMFORSCH RAUMORDN",ORCID:0000-0001-8970-591X,NO AFFILIATION,NO COUNTRY
"FRITSCH M, 2018, RAUMFORSCH RAUMORDN",ORCID:0000-0002-9068-2118,NO AFFILIATION,NO COUNTRY
"FRITSCH M, 2018, RAUMFORSCH RAUMORDN",ORCID:0000-0003-1836-5625,NO AFFILIATION,NO COUNTRY
"FRONTCZAK NT, 2000, JOURNAL OF MARKETING EDUCATION",OA:A5076942367,NO AFFILIATION,NO COUNTRY
"BAIRD IS, 1985, ACAD MANAGE REV",ORCID:0000-0003-2010-2031,NO AFFILIATION,NO COUNTRY
"BAKAR NA, 2020, INT J AD ENG RES SCI",ORCID:0000-0002-0838-2299,NO AFFILIATION,NO COUNTRY
"BAKAR NA, 2020, INT J AD ENG RES SCI",OA:A5019238904,NO AFFILIATION,NO COUNTRY
"BAKAR S A, 2014, SOCIAL AND BEHAVIORAL SCIENCES",OA:A5108260675,NO AFFILIATION,NO COUNTRY
"BAKAR S A, 2014, SOCIAL AND BEHAVIORAL SCIENCES",ORCID:0000-0003-3709-9879,NO AFFILIATION,NO COUNTRY
"BAKAR S A, 2014, SOCIAL AND BEHAVIORAL SCIENCES",OA:A5103683722,NO AFFILIATION,NO COUNTRY
"BAKER JJ, 2019, MARKETING THEOR",ORCID:0000-0003-2657-1998,NO AFFILIATION,NO COUNTRY
"FRYNAS JJG, 2006, STRATEGIC MANAGE J",OA:A5011073033,NO AFFILIATION,NO COUNTRY
"FUCHS K, 2008, J SMALL BUS ENTERP D",ORCID:0000-0003-1776-283X,NO AFFILIATION,NO COUNTRY
"FUCHS K, 2008, J SMALL BUS ENTERP D",OA:A5046178900,NO AFFILIATION,NO COUNTRY
"FUENTES-FUENTES MD, 2015, INT ENTREP MANAG J",ORCID:0000-0002-4474-4373,NO AFFILIATION,NO COUNTRY
"FUENTES-FUENTES MD, 2015, INT ENTREP MANAG J",ORCID:0000-0002-9503-2202,NO AFFILIATION,NO COUNTRY
"FULLER CM, 2016, J BUS RES",ORCID:0000-0001-6792-1101,NO AFFILIATION,NO COUNTRY
"FULLER CM, 2016, J BUS RES",ORCID:0000-0001-9726-1001,NO AFFILIATION,NO COUNTRY
"FULLER CM, 2016, J BUS RES",OA:A5039424628,NO AFFILIATION,NO COUNTRY
"FULLERTON RR, 2009, INT J OPER PROD MAN",OA:A5074212191,NO AFFILIATION,NO COUNTRY
"GALVAO AR, 2020, J RURAL STUD",ORCID:0000-0002-7284-7492,NO AFFILIATION,NO COUNTRY
